seller_id,orders_6m,active_days_6m,revenue_6m,avg_review_6m,is_risk,risk_stage
218f991754f360af9c2daa5e0b8e990c,10,10,2294.92,3.272727272727273,False,normal
2199e7fe213c16213bf5d6a7eadc9a5d,8,8,1564.47,3.75,False,normal
21c62b998a043ebe31161d38f84929fc,4,4,750.49,4.5,False,normal
21d59342ba150175ca2aa4f8faddeca6,2,2,259.9,4.5,False,normal
21e83881401b92b49fb09a16d3852291,3,3,1049.6,4.5,False,normal
2235cf78d3e2073a88146a9cb60f0dd0,1,1,178.99,5.0,True,almost_churn
226b05fe067266c59c15dae208213d06,10,10,1056.9,4.181818181818182,False,normal
228e4c1a0be164f613d41c24345f9d2c,5,5,539.7,5.0,False,normal
229c3efbfb0ea2058de4ccdfbc3d784a,5,5,426.0,2.3333333333333335,False,normal
22a23e5ac7061fc538cc2a019afaaf16,1,1,95.0,3.0,True,almost_churn
22c32ec35d0116ef02c281798a25bf8b,4,4,119.58,3.5,True,recoverable
